,SMILES,DOI,InChI_Key, construction, architecture, complement, HOMO_exp, LUMO_exp, electrochemical_gap_exp, optical_gap_exp, V_OC_exp, J_SC_exp, fill_factor_exp,HOMO_comp,LUMO_comp,electrochemical_gap_comp,optical_gap_comp,PCE_comp,V_OC_comp,J_SC_comp,fill_factor_comp,mol_obj,PCE_exp
184,COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2cccc(OC)c2)c1,10.1021/ar900061z,FYLHGFRXLMWIJS-UHFFFAOYSA-N,polymer,bulk,PC61BM,-6.3,-3.6,2.7,1.94,1.0,6.0,63.0,-1.07894937201463,-0.831290612866124,1.53312565349971,1.01736641260431,-0.0588313094846195,1.47941258757724,-0.579552182022427,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CBBA0>,3.7
268,Cc1ccsc1C1=NC2SC(c3sc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)cc3C)=NC2S1,10.1002/adma.201200721,BUOLASIYYCPRJJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.185,-3.16,2.025,1.8,0.77,11.9,61.0,-0.618519980798854,-0.556934825436311,0.808169795119313,0.856694627252373,0.741341634197607,0.242567583812806,0.695783768399905,0.488965025813889,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3580>,5.59
44,CC1(C)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(C)C)-c1ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc1C2(C)C,10.1021/ja909111p,XKPWGJQXXGVADA-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.45,-3.45,2.0,1.96,1.04,10.3,42.0,-0.727949387679734,-0.737760230787779,0.781319578142261,1.04031952479745,0.279866232814735,1.69451606649279,0.349929951336222,-0.739480081659319,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DBF90>,4.5
327,Cn1c2ccccc2c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc21,10.1039/C1EE01072G,AXCVLODRGXNJPJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,,,,1.58,0.77,9.1,55.0,1.52257992364401,1.41343855701417,-1.36669778002188,0.604210393127895,-0.0164941166972003,0.242567583812806,0.0905395885384589,0.101034991874981,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373F90>,3.8
65,CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nnc(-c5cccs5)nn4)s2)cc1C3(C)C,10.1021/cm2019586,VOKOONNEZACTOY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.22,-2.97,2.25,1.82,0.9,8.85,38.1,-0.632972921330291,-0.438463008137073,1.04982174791278,0.879647739445508,-0.338256781881587,0.941653890288354,0.0364999296222583,-0.991634603719609,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E0CF0>,3.04
265,Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21,10.1021/cm900788e,VBVBCOLMSXKRSV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.93,-3.53,1.4,,0.485,2.28,52.0,-0.513219985498385,-0.787643101229563,0.136914370693018,-1.20908547012973,-1.38398544373085,-1.29004470346051,-1.38366230669549,-0.0929300250944728,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3E40>,0.57
85,CN1C(=O)C2=C(c3ccc(-c4cccs4)s3)N(C)C(=O)C2=C1c1cccs1,10.1039/C1EE01072G,NFYDOIVAURPMSK-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.17,-3.61,1.56,1.3,0.65,11.8,60.0,-0.612325863428238,-0.837525971671347,0.308755759346149,0.282866822424012,0.364540618389574,-0.402742852933854,0.674167904833425,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CC190>,4.7
186,COc1cccc(C2N=c3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3=NC2c2cccc(OC)c2)c1,10.1039/b9py00325h,GKEQTKQEUIDEBU-UHFFFAOYSA-N,polymer,bulk,PC61BM,-6.3,-3.6,2.7,1.9,1.0,6.0,63.0,-1.07894937201463,-0.831290612866124,1.53312565349971,0.971460188218046,-0.0588313094846195,1.47941258757724,-0.579552182022427,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CBF20>,3.7
70,CC1=CC(c2cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6cccs6)s5)nc4C)s3)s2)=S=C1,10.1002/adma.201200721,SSOYCXLHUREIMW-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.2,-2.95,2.25,1.9,0.77,8.7,38.5,-0.62471409816947,-0.425992290526627,1.04982174791278,0.971460188218046,-0.533007868703717,0.242567583812806,0.0040761342725379,-0.965772601457015,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E0510>,2.58
159,COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2ccc(OC)cc2)cc1,10.1021/ar900061z,QGCSOXOVJLAGMH-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,,0.9,4.27,70.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.482203237358813,0.941653890288354,-0.953506621722535,1.07086007672225,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8430>,2.7
12,C=Cc1cc(OC)ccc1OC,10.1039/b9py00325h,GLUDROWHQDVMCA-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.4,,,,0.71,6.2,70.0,-0.707302329777681,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.312854466209136,-0.0800876345605242,-0.536320454889467,1.07086007672225,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DAD60>,3.1
35,CC1(C)c2cc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3cccc4ccccc43)cc21,10.1039/B908802D,HPIFLXJYNDVEOP-GDWJVWIDSA-N,molecule,DSSC,TiO2,,,,,0.62,13.4,62.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.787912546263768,-0.564070462120519,1.02002172189711,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CD430>,5.7
28,CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)=CC(=C(C#N)C(=O)O)C1,10.1021/jo800159t,PTFLIAMCZSDHMB-NGUSXGKVSA-N,molecule,DSSC,TiO2,-5.32,-3.16,2.16,,0.615,13.6,69.0,-0.674267037134397,-0.556934825436311,0.953160966795393,-1.20908547012973,0.817548581214962,-0.590958396984963,1.06325344903007,1.00620507106577,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CD350>,5.77
170,COc1ccc(N(c2ccc(C=Cc3sc(C=C(C#N)C(=O)O)c4c3OCCO4)cc2)c2ccc(OC)cc2)cc1,10.1039/c1ee01849c,KVTJEHXBGMRKAP-XCXJUZHQSA-N,molecule,DSSC,TiO2,,,,,0.73,13.1,76.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.46530763086248,0.0274641048972525,0.955174131197667,1.45879011066116,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8A50>,7.3
142,COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(C)C5=O)s3)sc21,10.1002/adfm.201001771,KKTIQUFMDLAPEE-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.49,-3.7,1.79,1.84,0.76,2.9,43.0,-0.744467034001376,-0.893644200918354,0.555777755535026,0.902600851638642,-1.22310411113865,0.188791714083918,-1.24964395258331,-0.674825076002835,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CE7B0>,0.95
150,COc1c2ccsc2c(OC)c2cc(-c3scc4sc(C(C)=O)cc43)sc21,10.1039/C1EE01072G,GOVSFTKDSNSBLY-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.12,-3.55,1.57,,0.7,14.7,64.0,-0.591678805526186,-0.800113818840009,0.31949584613697,-1.20908547012973,1.16894728135054,-0.133863504289413,1.30102794826135,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E2190>,6.6
221,Cc1cc2c3cc(C)sc3c3nc4c(-c5ccc(-c6ccc7c8ccccc8n(C)c7c6)s5)ccc(-c5cccs5)c4nc3c2s1,10.1021/ma1027164,PIXIDKPFMHTGSB-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.17,-3.51,1.66,,0.75,6.4,54.0,-0.612325863428238,-0.775172383619117,0.416156627254357,-1.20908547012973,-0.355191658996555,0.135015844355029,-0.493088727756507,0.0363799862184964,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C949E0>,3.0
131,COc1c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c(OC)c2ccsc21,10.1021/ar5000743,QNIMEWRJBUPJRX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.225,-3.675,1.55,1.38,0.69,6.5,63.0,-0.635037627120496,-0.878055803905296,0.298015672555329,0.37467927119655,-0.427164886735168,-0.187639374018301,-0.471472864190026,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CE5F0>,2.83
232,Cc1ccc(-c2c3ccsc3c(-c3ccc(C)s3)c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)sc32)s1,10.1021/ar5000743,FIQSDHZNBUEQOK-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.295,-3.84,1.45,1.445,0.73,14.0,65.0,-0.66394350818337,-0.980939224191477,0.190614804647122,0.449276885824237,1.16894728135054,0.0274641048972525,1.14971690329599,0.747585048439827,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C94E40>,6.6
51,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21,10.1021/ar900061z,YTVGZHKUYZNPRY-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.09,,,1.98,0.75,6.14,44.7,-0.579290570784954,1.41343855701417,-1.36669778002188,1.06327263699058,-0.791264744706975,0.135015844355029,-0.549289973029355,-0.56491156638681,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DB430>,1.97
267,Cc1ccsc1-c1sc(-c2sc(C3=S=C(c4sccc4C)C=C3C)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21,10.1021/cm900788e,JSYNBHHEHKLKTN-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.95,-3.79,1.16,,0.375,0.64,60.0,-0.521478808659207,-0.949762430165361,-0.120847712286679,-1.20908547012973,-1.56603537271675,-1.88157927047828,-1.73816246918577,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D39E0>,0.14
95,COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4ccc(-c5sc(-c6sc(-c7sc(C=C(C#N)C(=O)OC)cc7C)cc6C)cc5C)s4)s3)s2)s1,10.1021/ar400088c,QYJWIQFWTMEOON-MKWIRMIWSA-N,molecule,bulk,PC61BM,-5.13,-3.29,1.84,1.74,0.86,10.74,55.0,-0.595808217106596,-0.63799448990421,0.60947818948913,0.78783529067297,0.525421950981768,0.7265504113728,0.445039751028734,0.101034991874981,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D1510>,5.08
272,Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)c(-c5cc6c(s5)c(-c5cc(C)c(C)s5)c5ccsc5c6C5=S=C(C)C(C)=C5)s4)cc3c3nsnc32)c1,10.1021/ja201131h,TZQMMCJWYDHXKV-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.19,-3.26,1.93,1.58,0.8,11.71,61.0,-0.62058468658906,-0.619288413488541,0.706138970606516,0.604210393127895,0.914924124626026,0.403895192999471,0.654713627623593,0.488965025813889,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3F20>,6.0
178,COc1ccc(N(c2ccc(OC)cc2)c2ccc(C3c4ccccc4-c4ccc(-c5ccc(-c6c7nsnc7c(-c7cccs7)c7nc(-c8ccccc8)c(-c8ccccc8)nc76)s5)cc43)cc2)cc1,10.1039/C1EE01072G,YBHBJGBDLYIBPV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.8,-3.7,1.1,,0.41,5.16,29.0,-0.459537634953048,-0.893644200918354,-0.185288233031603,-1.20908547012973,-1.37128428589462,-1.69336372642717,-0.761125435980861,-1.57999515519362,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CB890>,0.6
204,Cc1c2cc(-c3ccc(-c4ccc(-c5cccs5)c5nn(C)nc54)s3)sc2c(C)c2ccsc21,10.1021/ja1112595,URGQROSFUUTNRS-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.29,-2.87,2.42,1.98,0.7,11.14,55.2,-0.661878802393165,-0.376109420084843,1.23240322335673,1.06327263699058,0.195191847239897,-0.133863504289413,0.531503205294655,0.113965993006278,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2BA0>,4.3
123,COc1c(OC)c(-c2ccc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)s2)c2nsnc2c1-c1ccc(-c2cccs2)s1,10.1039/c1jm12089a,PJWJKQRYXXPLKP-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.2,-3.29,1.91,1.93,0.9,8.44,54.2,-0.62471409816947,-0.63799448990421,0.684658797024875,1.00588985650775,0.118984900222542,0.941653890288354,-0.0521251110003105,0.0493109873497936,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8190>,4.12
41,CC1(C)c2cc(C=C(C#N)C#N)sc2-c2sc(C=C(C#N)C#N)cc21,10.1016/j.solmat.2010.08.032,JSIZGIMYOQYTSX-UHFFFAOYSA-N,molecule,bulk,C60,,,,1.9,0.623,0.036,24.0,1.52257992364401,1.41343855701417,-1.36669778002188,0.971460188218046,-1.6250957566552,-0.547937701201852,-1.86872228512731,-1.90327018347604,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CDEB0>,0.0005
89,CN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3[Si]4(C)C)c2C1=O,10.1039/C1EE01072G,CJYOBAHELRQUNZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.43666666667,-3.69,1.92,1.70555555556,0.88,12.2,68.0,-0.722443505573896,-0.887408842113131,0.695398883815695,0.748304930789895,1.46530763086248,0.834102150830577,0.760631359099345,0.941550065409281,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CC510>,7.3
277,Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(C)c4ccsc4c5C)s3)c3nsnc32)c1,10.1002/anie.201005451,DKCPJJPYKLFOKA-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.4,-3.13,2.27,,0.87,10.03,57.3,-0.707302329777681,-0.538228749020641,1.07130192149442,-1.20908547012973,0.491552196751832,0.780326281101689,0.291567119706725,0.249741504884896,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3120>,5.0
206,Cc1c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc2c1C,10.1039/C1EE01072G,RBVFNLDOBHVLAZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.21,-3.63,1.58,1.34,0.72,10.0,62.0,-0.62884350974988,-0.849996689281793,0.330235932927791,0.328773046810281,0.237529040027316,-0.0263117648316358,0.285082360636781,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A5668660>,4.4
136,COc1c2ccsc2c(OC)c2c1=S=C(c1cc(C)c(-c3sc(-c4nc(C)c(-c5sccc5C)s4)nc3C)s1)C=2,10.1002/adma.201200721,UDYWWABZJBFONB-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.95,-2.63,3.32,1.99,0.76,0.44,25.4,-0.93441996670026,-0.22646080875949,2.1990110345306,1.07474919308715,-1.58720396911046,0.188791714083918,-1.78139419631873,-1.81275317555696,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CEC80>,0.09
26,CC1(C)CC(C=Cc2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1,10.1021/jo800159t,CMDZVBNVKSCGHV-FDMGRTMBSA-N,molecule,DSSC,TiO2,-4.71,-2.48,2.23,,0.567,9.05,56.0,-0.422372930729354,-0.132930426681145,1.02834157433114,-1.20908547012973,-0.4102300096202,-0.849082571683627,0.079731656755219,0.165689997531466,<rdkit.Chem.rdchem.Mol object at 0x00000227A56C09E0>,2.87
354,c1csc(-c2ccc(-c3ccc(-c4c(-c5ccc(-c6cccs6)s5)sc(-c5ccc(-c6cccs6)s5)c4-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)s2)c1,10.1021/cm102189g,MJSFEUIEGXCDMB-UHFFFAOYSA-N,molecule,bulk,PC61BM,,,,,0.85,3.65,26.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.28660990031978,0.672774541643912,-1.08752497583471,-1.77396017216307,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A7B0>,0.8
141,COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4c5nonc5c(-c5cccs5)c(OC)c4OC)s3)sc21,10.1039/c1cc12040a,DILVMYXDVVKLRR-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.27,-3.16,2.11,1.74,0.86,10.4,64.4,-0.653619979232344,-0.556934825436311,0.899460532841289,0.78783529067297,0.787912546263768,0.7265504113728,0.371545814902702,0.708792045045937,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CE350>,5.7
296,Cc1nc(-c2nc(C)c(-c3ccc(C4=S=C5c6sccc6C(C)(C)C5=C4)s3)s2)sc1-c1cccs1,10.1002/adma.201200721,CEGUORZDOHFHLY-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.07,-3.55,1.52,1.84,0.7,8.0,53.7,-0.571031747624133,-0.800113818840009,0.265795412182867,0.902600851638642,-0.338256781881587,-0.133863504289413,-0.147234910692823,0.0169834845215512,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E1F20>,3.04
4,C#Cc1sc(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc23)c(C)c1C,10.1021/ar900061z,JSZAKRWBZVMBQR-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.21,-3.35,1.86,1.585,0.67,10.7,33.0,-0.62884350974988,-0.675406642735548,0.630958363070771,0.609948671176178,-0.621915973557297,-0.295191113476077,0.436393405602142,-1.32137513256768,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DA2E0>,2.37
0,C#Cc1cc(OC)c(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc32)cc1OC,10.1021/ar900061z,YBMOZFSQSYNMDD-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.29,-3.36,1.93,1.57,0.7,4.45,43.0,-0.661878802393165,-0.681642001540771,0.706138970606516,0.592733837031327,-1.05798905926772,-0.133863504289413,-0.914598067302871,-0.674825076002835,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C7DEB0>,1.34
318,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nonc54)s3)cc21,10.1039/C1EE01072G,CTLSWAKYKLCLQQ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.47,-3.65,1.82,1.945,0.95,3.0,56.0,-0.736208210840554,-0.862467406892239,0.587998015907488,1.0231046906526,-0.863237972445588,1.2105332389328,-1.22802808901683,0.165689997531466,<rdkit.Chem.rdchem.Mol object at 0x00000227A83737B0>,1.8
304,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1021/jp801036s,IBOVHEXCAAGEKT-BSYVCWPDSA-N,molecule,DSSC,TiO2,-5.11,-3.08,2.03,,0.57,14.2,60.0,-0.587549393945775,-0.507051954994526,0.813539838514723,-1.20908547012973,0.402644091898252,-0.83294981076496,1.19294863042895,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A836DB30>,4.79
323,Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)cc21,10.1039/C1EE01072G,NKVPLJSLBPFXKV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.53,-3.8,1.73,1.75,0.71,2.9,32.0,-0.760984680323018,-0.955997788970584,0.491337234790102,0.799311846769537,-1.3289470931072,-0.0800876345605242,-1.24964395258331,-1.38603013822417,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373C10>,0.7
100,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c(c4)C(C)(C)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)ccc4-5)cc3C)s2)s1,10.1016/j.orgel.2014.06.012,NWMFWFYBDBEWHV-CPGOKAMYSA-N,molecule,bulk,PC61BM,-5.23,-3.23,2.0,2.01,1.07,4.54,49.0,-0.637102332910702,-0.600582337072872,0.781319578142261,1.09770230528028,-0.617682254278556,1.85584367567946,-0.895143790093039,-0.286895042063927,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D1A50>,2.38
226,Cc1ccc(-c2c3cc(-c4cc5sc(C6=C7C(=O)N(C)C(c8cc9sccc9s8)=C7C(=O)N6C)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc32)s1,10.1021/ar5000743,FFXKPOJMUSPAJG-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.05,-3.62,1.43,1.43,0.63,16.25,60.0,-0.562772924463312,-0.84376133047657,0.16913463106548,0.432062051679386,0.991131071643381,-0.51029459239163,1.63607383354179,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C94190>,6.18
192,CSc1ccc(-c2ccc(-c3csc(-c4cc(-c5ccc(-c6ccc(SC)s6)s5)sc4-c4sc(-c5ccc(-c6ccc(SC)s6)s5)cc4-c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)c3)s2)s1,10.1016/j.solmat.2010.07.003,GABQXJIHAOISJB-UHFFFAOYSA-N,molecule,bulk,PC61BM,,,,,0.51,1.33,,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.5406330570443,-1.15560502913829,-1.58901301057705,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2660>,0.2
305,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3cccc4ccccc43)ccc1-2,10.1021/jp801036s,LZHJTRGIVRHOSZ-HMZBKAONSA-N,molecule,DSSC,TiO2,-5.15,-2.93,2.22,,0.64,16.79,58.0,-0.604067040267417,-0.413521572916181,1.01760148754032,-1.20908547012973,0.991131071643381,-0.456518722662742,1.75279949680079,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A836DC10>,6.18
218,Cc1cc(C=C2C(=O)N(C)C(=O)N(C)C2=O)sc1-c1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C6=S=C(C=C7C(=O)N(C)C(=O)N(C)C7=O)C=C6C)cc5C)cc4C)s3)s2)s1,10.1021/ar400088c,MQBMORNHSRIKKK-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.12,-3.5,1.62,1.67,0.9,7.54,60.0,-0.591678805526186,-0.768937024813894,0.373196280091074,0.707499397996999,0.0893488652713482,0.941653890288354,-0.246667883098632,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A5651820>,4.05
213,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1nc2sc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)nc2s1,10.1002/adma.201200721,UOXSLHGKQMBWLM-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.355,-2.99,2.365,2.28,0.91,9.39,43.7,-0.688719977665834,-0.450933725747519,1.17333274600722,1.4075693198876,-0.0461301516483938,0.995429760017242,0.153225592881252,-0.629566572043295,<rdkit.Chem.rdchem.Mol object at 0x00000227A5651660>,3.73
171,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)cc1,10.1039/c1ee02432a,VKBHEWZDVZAGLK-UHFFFAOYSA-N,molecule,DSSC,TiO2,,,,,0.95,13.3,74.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,2.31205148661087,1.2105332389328,0.998405858330628,1.32948009934819,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D80B0>,9.3
98,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(C)c(-c7ccc(C8=S=C(C=C(C#N)C(=O)OC)C=C8C)s7)s6)cc4[Si]5(C)C)cc3C)s2)s1,10.1021/ar400088c,BNUAOQUUATXJGN-XKPUTXIDSA-N,molecule,bulk,PC61BM,-4.95,-3.26,1.69,1.73,0.8,11.51,64.0,-0.521478808659207,-0.619288413488541,0.448376887626819,0.776358734576403,0.847184616166155,0.403895192999471,0.611481900490632,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D10B0>,5.84
215,Cc1cc(C)cc(-c2ccc(N(c3ccc(-c4cc5c(s4)-c4sc(C=C(C#N)C(=O)O)cc4C5(C)C)cc3)c3ccc(-c4cc(C)cc(C)c4)cc3)cc2)c1,10.1039/c1ee02432a,KKYYFDNKIFEGON-UHFFFAOYSA-N,molecule,DSSC,TiO2,,,,,0.93,12.05,75.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.93101675152409,1.10298149947502,0.728207563749625,1.39413510500467,<rdkit.Chem.rdchem.Mol object at 0x00000227A5651900>,8.4
61,CC1(C)c2ccccc2-c2ccc(N(c3ccc4cc(C=Cc5ccc(C=C(C#N)C(=O)O)s5)oc4c3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,10.1039/B908802D,LRZYWKIWMBSTKG-RYDQLSJMSA-N,molecule,DSSC,TiO2,,,,,0.67,11.43,62.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.364540618389574,-0.295191113476077,0.594189209637448,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E0EB0>,4.7
47,CC1(C)c2ccccc2-c2ccc(-c3cc4c5cccc6c7cccc8c9cc(-c%10ccc%11c(c%10)C(C)(C)c%10ccccc%10-%11)cc%10c%11cccc%12c%13cccc%14c(c3)c4c3c(c65)c(c78)c(c9%10)c(c%12%11)c3c%13%14)cc21,10.1021/cm102189g,BCXJUZBRGQHQDK-UHFFFAOYSA-N,molecule,bulk,PC61BM,,,,,0.9,2.68,61.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.00718442792281,0.941653890288354,-1.29719885242957,0.488965025813889,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DBB30>,1.46
